Package Name,Version,Language,License,Package URL,Repo URL,Location
@vue/cli-plugin-e2e-cypress,5.0.8,NodeJS,MIT,https://www.npmjs.com/package/@vue/cli-plugin-e2e-cypress,https://github.com/vuejs/vue-cli,./webroot
@vue/cli-plugin-eslint,5.0.8,NodeJS,MIT,https://www.npmjs.com/package/@vue/cli-plugin-eslint,https://github.com/vuejs/vue-cli,./webroot
@vue/cli-plugin-pwa,5.0.8,NodeJS,MIT,https://www.npmjs.com/package/@vue/cli-plugin-pwa,https://github.com/vuejs/vue-cli,./webroot
@vue/cli-plugin-router,5.0.8,NodeJS,MIT,https://www.npmjs.com/package/@vue/cli-plugin-router,https://github.com/vuejs/vue-cli,./webroot
@vue/cli-plugin-typescript,5.0.8,NodeJS,MIT,https://www.npmjs.com/package/@vue/cli-plugin-typescript,https://github.com/vuejs/vue-cli,./webroot
@vue/cli-plugin-unit-mocha,5.0.8,NodeJS,MIT,https://www.npmjs.com/package/@vue/cli-plugin-unit-mocha,https://github.com/vuejs/vue-cli,./webroot
@vue/cli-plugin-vuex,5.0.8,NodeJS,MIT,https://www.npmjs.com/package/@vue/cli-plugin-vuex,https://github.com/vuejs/vue-cli,./webroot
@vue/cli-service,5.0.8,NodeJS,MIT,https://www.npmjs.com/package/@vue/cli-service,https://github.com/vuejs/vue-cli,./webroot
@vue/compat,3.4.21,NodeJS,MIT,https://www.npmjs.com/package/@vue/compat,https://github.com/vuejs/core,./webroot
@vue/compiler-sfc,3.1.0,NodeJS,MIT,https://www.npmjs.com/package/@vue/compiler-sfc,https://github.com/vuejs/vue-next,./webroot
@vue/eslint-config-airbnb,6.0.0,NodeJS,MIT,https://www.npmjs.com/package/@vue/eslint-config-airbnb,https://github.com/vuejs/eslint-config-airbnb,./webroot
@vue/eslint-config-typescript,9.1.0,NodeJS,MIT,https://www.npmjs.com/package/@vue/eslint-config-typescript,https://github.com/vuejs/eslint-config-typescript,./webroot
@vue/test-utils,2.4.5,NodeJS,MIT,https://www.npmjs.com/package/@vue/test-utils,https://github.com/vuejs/test-utils,./webroot
@vuepic/vue-datepicker,8.7.0,NodeJS,MIT,https://www.npmjs.com/package/@vuepic/vue-datepicker,https://github.com/Vuepic/vue-datepicker,./webroot
aws-lambda,1.0.7,NodeJS,MIT,https://www.npmjs.com/package/aws-lambda,https://github.com/awspilot/cli-lambda-deploy,./backend/compact-connect/lambdas/nodejs
aws-sdk-client-mock,4.1.0,NodeJS,MIT,https://www.npmjs.com/package/aws-sdk-client-mock,https://github.com/m-radzikowski/aws-sdk-client-mock,./backend/compact-connect/lambdas/nodejs
aws-sdk-client-mock-jest,4.1.0,NodeJS,MIT,https://www.npmjs.com/package/aws-sdk-client-mock-jest,https://github.com/m-radzikowski/aws-sdk-client-mock,./backend/compact-connect/lambdas/nodejs
axios,0.28.1,NodeJS,MIT,https://www.npmjs.com/package/axios,https://github.com/axios/axios,./webroot
babel-loader,8.2.2,NodeJS,MIT,https://www.npmjs.com/package/babel-loader,https://github.com/babel/babel-loader,./webroot
chai,4.1.2,NodeJS,MIT,https://www.npmjs.com/package/chai,https://github.com/chaijs/chai,./owasp-zap/authenticator:./backend/compact-connect/lambdas/nodejs:./webroot
chai-match-pattern,1.1.0,NodeJS,MIT,https://www.npmjs.com/package/chai-match-pattern,https://github.com/originate/chai-match-pattern,./owasp-zap/authenticator:./backend/compact-connect/lambdas/nodejs:./webroot
chalk,4.0.0,NodeJS,MIT,https://www.npmjs.com/package/chalk,https://github.com/chalk/chalk,./owasp-zap/authenticator:./backend/compact-connect/lambdas/nodejs:./webroot
click-outside-vue3,4.0.1,NodeJS,MIT,https://www.npmjs.com/package/click-outside-vue3,https://github.com/andymark-by/click-outside-vue3,./webroot
core-js,3.23.0,NodeJS,MIT,https://www.npmjs.com/package/core-js,https://github.com/zloirock/core-js,./webroot
country-codes-flags-phone-codes,1.0.4,NodeJS,MIT,https://www.npmjs.com/package/country-codes-flags-phone-codes,https://github.com/mehmetcanfarsak/country-codes-flags-phone-codes,./webroot
cypress,13.11.0,NodeJS,MIT,https://www.npmjs.com/package/cypress,https://github.com/cypress-io/cypress,./webroot
cypress-axe,1.5.0,NodeJS,MIT,https://www.npmjs.com/package/cypress-axe,https://github.com/component-driven/cypress-axe,./webroot
cypress-file-upload,5.0.8,NodeJS,MIT,https://www.npmjs.com/package/cypress-file-upload,https://github.com/abramenal/cypress-file-upload,./webroot
cypress-localstorage-commands,2.2.6,NodeJS,MIT,https://www.npmjs.com/package/cypress-localstorage-commands,https://github.com/javierbrea/cypress-localstorage-commands,./webroot
esbuild,0.24.0,NodeJS,MIT,https://www.npmjs.com/package/esbuild,https://github.com/evanw/esbuild,./backend/compact-connect/lambdas/nodejs
eslint,7.32.0,NodeJS,MIT,https://www.npmjs.com/package/eslint,https://github.com/eslint/eslint,./owasp-zap/authenticator:./backend/compact-connect/lambdas/nodejs:./webroot
eslint-config-airbnb-base,15.0.0,NodeJS,MIT,https://www.npmjs.com/package/eslint-config-airbnb-base,https://github.com/airbnb/javascript,./owasp-zap/authenticator
eslint-plugin-import,2.25.3,NodeJS,MIT,https://www.npmjs.com/package/eslint-plugin-import,https://github.com/import-js/eslint-plugin-import,./owasp-zap/authenticator:./webroot
eslint-plugin-json,3.1.0,NodeJS,MIT,https://www.npmjs.com/package/eslint-plugin-json,https://github.com/azeemba/eslint-plugin-json,./webroot
eslint-plugin-vue,8.0.3,NodeJS,MIT,https://www.npmjs.com/package/eslint-plugin-vue,https://github.com/vuejs/eslint-plugin-vue,./webroot
eslint-plugin-vue-a11y,0.0.31,NodeJS,MIT,https://www.npmjs.com/package/eslint-plugin-vue-a11y,https://github.com/maranran/eslint-plugin-vue-a11y,./webroot
eslint-plugin-vuejs-accessibility,1.1.0,NodeJS,MIT,https://www.npmjs.com/package/eslint-plugin-vuejs-accessibility,https://github.com/vue-a11y/eslint-plugin-vuejs-accessibility,./webroot
favicons,7.2.0,NodeJS,MIT,https://www.npmjs.com/package/favicons,https://github.com/itgalaxy/favicons,./webroot
favicons-webpack-plugin,6.0.1,NodeJS,MIT,https://www.npmjs.com/package/favicons-webpack-plugin,https://github.com/jantimon/favicons-webpack-plugin,./webroot
flush-promises,1.0.2,NodeJS,MIT,https://www.npmjs.com/package/flush-promises,https://github.com/kentor/flush-promises,./webroot
grunt,1.6.1,NodeJS,MIT,https://www.npmjs.com/package/grunt,https://github.com/gruntjs/grunt,./owasp-zap/authenticator:./backend/compact-connect/lambdas/nodejs
grunt-contrib-watch,1.1.0,NodeJS,MIT,https://www.npmjs.com/package/grunt-contrib-watch,https://github.com/gruntjs/grunt-contrib-watch,./owasp-zap/authenticator:./backend/compact-connect/lambdas/nodejs
grunt-eslint,25.0.0,NodeJS,MIT,https://www.npmjs.com/package/grunt-eslint,https://github.com/sindresorhus/grunt-eslint,./owasp-zap/authenticator:./backend/compact-connect/lambdas/nodejs
happy-dom,15.10.2,NodeJS,MIT,https://www.npmjs.com/package/happy-dom,https://github.com/capricorn86/happy-dom,./webroot
inquirer,7.1.0,NodeJS,MIT,https://www.npmjs.com/package/inquirer,https://github.com/SBoudrias/Inquirer.js,./webroot
jest,29.7.0,NodeJS,MIT,https://www.npmjs.com/package/jest,https://github.com/jestjs/jest,./backend/compact-connect/lambdas/nodejs
jit-grunt,0.10.0,NodeJS,MIT,https://www.npmjs.com/package/jit-grunt,git://github.com/shootaroo/jit-grunt,./owasp-zap/authenticator:./backend/compact-connect/lambdas/nodejs
lambda-local,2.2.0,NodeJS,MIT,https://www.npmjs.com/package/lambda-local,https://github.com/ashiina/lambda-local,./owasp-zap/authenticator:./backend/compact-connect/lambdas/nodejs
less-loader,5.0.0,NodeJS,MIT,https://www.npmjs.com/package/less-loader,https://github.com/webpack-contrib/less-loader,./webroot
libphonenumber-js,1.11.1,NodeJS,MIT,https://www.npmjs.com/package/libphonenumber-js,git+https://gitlab.com/catamphetamine/libphonenumber-js.git,./webroot
lint-staged,15.0.0,NodeJS,MIT,https://www.npmjs.com/package/lint-staged,https://github.com/okonet/lint-staged,./webroot
lodash.clonedeep,4.5.0,NodeJS,MIT,https://www.npmjs.com/package/lodash.clonedeep,https://github.com/lodash/lodash,./webroot
lodash.uniqueid,4.0.1,NodeJS,MIT,https://www.npmjs.com/package/lodash.uniqueid,https://github.com/lodash/lodash,./webroot
mocha,11.0.0,NodeJS,MIT,https://www.npmjs.com/package/mocha,https://github.com/mochajs/mocha,./owasp-zap/authenticator:./backend/compact-connect/lambdas/nodejs
moment,2.30.1,NodeJS,MIT,https://www.npmjs.com/package/moment,https://github.com/moment/moment,./webroot
moment-timezone,0.5.31,NodeJS,MIT,https://www.npmjs.com/package/moment-timezone,https://github.com/moment/moment-timezone,./webroot
numeral,2.0.6,NodeJS,MIT,https://www.npmjs.com/package/numeral,https://github.com/adamwdraper/Numeral-js,./webroot
object.fromentries,2.0.2,NodeJS,MIT,https://www.npmjs.com/package/object.fromentries,git://github.com/es-shims/Object.fromEntries,./webroot
react,18.3.1,NodeJS,MIT,https://www.npmjs.com/package/react,https://github.com/facebook/react,./backend/compact-connect/lambdas/nodejs
react-dom,18.3.1,NodeJS,MIT,https://www.npmjs.com/package/react-dom,https://github.com/facebook/react,./backend/compact-connect/lambdas/nodejs
register-service-worker,1.7.1,NodeJS,MIT,https://www.npmjs.com/package/register-service-worker,https://github.com/yyx990803/register-service-worker,./webroot
replace-in-file,5.0.2,NodeJS,MIT,https://www.npmjs.com/package/replace-in-file,https://github.com/adamreisnz/replace-in-file,./webroot
style-resources-loader,1.3.3,NodeJS,MIT,https://www.npmjs.com/package/style-resources-loader,https://github.com/yenshih/style-resources-loader,./webroot
stylelint,13.3.0,NodeJS,MIT,https://www.npmjs.com/package/stylelint,https://github.com/stylelint/stylelint,./webroot
stylelint-config-standard,20.0.0,NodeJS,MIT,https://www.npmjs.com/package/stylelint-config-standard,https://github.com/stylelint/stylelint-config-standard,./webroot
stylelint-webpack-plugin,1.2.3,NodeJS,MIT,https://www.npmjs.com/package/stylelint-webpack-plugin,https://github.com/webpack-contrib/stylelint-webpack-plugin,./webroot
text-encoding-shim,1.0.5,NodeJS,MIT,https://www.npmjs.com/package/text-encoding-shim,git+https://gitlab.com/PseudoPsycho/text-encoding-shim.git,./webroot
ts-jest,29.2.5,NodeJS,MIT,https://www.npmjs.com/package/ts-jest,https://github.com/kulshekhar/ts-jest,./backend/compact-connect/lambdas/nodejs
ts-node,10.9.2,NodeJS,MIT,https://www.npmjs.com/package/ts-node,git://github.com/TypeStrong/ts-node,./backend/compact-connect/lambdas/nodejs
tsx,4.19.2,NodeJS,MIT,https://www.npmjs.com/package/tsx,https://github.com/privatenumber/tsx,./backend/compact-connect/lambdas/nodejs
uuid,8.3.2,NodeJS,MIT,https://www.npmjs.com/package/uuid,https://github.com/uuidjs/uuid,./webroot
vue,3.1.0,NodeJS,MIT,https://www.npmjs.com/package/vue,https://github.com/vuejs/vue-next,./webroot
vue-facing-decorator,3.0.4,NodeJS,MIT,https://www.npmjs.com/package/vue-facing-decorator,https://github.com/facing-dev/vue-facing-decorator,./webroot
vue-i18n,10.0.5,NodeJS,MIT,https://www.npmjs.com/package/vue-i18n,https://github.com/intlify/vue-i18n,./webroot
vue-responsiveness,0.2.0,NodeJS,MIT,https://www.npmjs.com/package/vue-responsiveness,https://github.com/codemonk-digital/vue-responsiveness,./webroot
vue-router,4.3.0,NodeJS,MIT,https://www.npmjs.com/package/vue-router,https://github.com/vuejs/router,./webroot
vue3-lazyload,0.3.8,NodeJS,MIT,https://www.npmjs.com/package/vue3-lazyload,https://github.com/murongg/vue3-lazyload,./webroot
vuex,4.1.0,NodeJS,MIT,https://www.npmjs.com/package/vuex,https://github.com/vuejs/vuex,./webroot
vuex-extensions,4.1.0,NodeJS,MIT,https://www.npmjs.com/package/vuex-extensions,https://github.com/huybuidac/vuex-extensions,./webroot
zod,3.23.8,NodeJS,MIT,https://www.npmjs.com/package/zod,https://github.com/colinhacks/zod,./backend/compact-connect/lambdas/nodejs
@aws-lambda-powertools/logger,2.10.0,NodeJS,MIT-0,https://www.npmjs.com/package/@aws-lambda-powertools/logger,https://github.com/aws-powertools/powertools-lambda-typescript,./backend/compact-connect/lambdas/nodejs
nodemailer,6.9.12,NodeJS,MIT-0,https://www.npmjs.com/package/nodemailer,https://github.com/nodemailer/nodemailer,./backend/compact-connect/lambdas/nodejs
axe-core,4.9.1,NodeJS,MPL-2.0,https://www.npmjs.com/package/axe-core,https://github.com/dequelabs/axe-core,./webroot
aws-cdk-asset-awscli-v1,2.2.223,Python,Apache-2.0,https://pypi.org/project/aws-cdk-asset-awscli-v1,https://github.com/cdklabs/awscdk-asset-awscli#readme,./backend/compact-connect:./backend/multi-account
aws-cdk-asset-kubectl-v20,2.1.4,Python,Apache-2.0,https://pypi.org/project/aws-cdk-asset-kubectl-v20,https://github.com/cdklabs/awscdk-asset-kubectl#readme,./backend/compact-connect:./backend/multi-account
aws-cdk-asset-node-proxy-agent-v6,2.1.0,Python,Apache-2.0,https://pypi.org/project/aws-cdk-asset-node-proxy-agent-v6,https://github.com/cdklabs/awscdk-asset-node-proxy-agent#readme,./backend/compact-connect:./backend/multi-account
aws-cdk-aws-lambda-python-alpha,2.178.2,Python,Apache-2.0,https://pypi.org/project/aws-cdk-aws-lambda-python-alpha,https://github.com/aws/aws-cdk,./backend/compact-connect
aws-cdk-cloud-assembly-schema,39.2.20,Python,Apache-2.0,https://pypi.org/project/aws-cdk-cloud-assembly-schema,https://github.com/cdklabs/cloud-assembly-schema,./backend/compact-connect:./backend/multi-account
aws-cdk-lib,2.178.2,Python,Apache-2.0,https://pypi.org/project/aws-cdk-lib,https://github.com/aws/aws-cdk,./backend/compact-connect:./backend/multi-account
boto3,1.36.19,Python,Apache-2.0,https://pypi.org/project/boto3,https://github.com/boto/boto3,./backend/compact-connect/lambdas/python/custom-resources:./backend/compact-connect/lambdas/python/purchases:./backend/compact-connect/lambdas/python/provider-data-v1:./backend/compact-connect/lambdas/python/data-events:./backend/compact-connect/lambdas/python/common:./backend/compact-connect/lambdas/python/staff-users:./backend/compact-connect/lambdas/python/staff-user-pre-token:./backend/compact-connect/lambdas/python/attestations
botocore,1.36.19,Python,Apache-2.0,https://pypi.org/project/botocore,https://github.com/boto/botocore,./backend/compact-connect/lambdas/python/custom-resources:./backend/compact-connect/lambdas/python/purchases:./backend/compact-connect/lambdas/python/provider-data-v1:./backend/compact-connect/lambdas/python/data-events:./backend/compact-connect/lambdas/python/common:./backend/compact-connect/lambdas/python/staff-users:./backend/compact-connect/lambdas/python/staff-user-pre-token:./backend/compact-connect/lambdas/python/attestations
cdk-nag,2.35.17,Python,Apache-2.0,https://pypi.org/project/cdk-nag,https://github.com/cdklabs/cdk-nag.git,./backend/compact-connect
constructs,10.4.2,Python,Apache-2.0,https://pypi.org/project/constructs,https://github.com/aws/constructs,./backend/compact-connect:./backend/multi-account
coverage,7.6.12,Python,Apache-2.0,https://pypi.org/project/coverage,https://github.com/nedbat/coveragepy,./backend/compact-connect
cyclonedx-python-lib,8.8.0,Python,Apache-2.0,https://pypi.org/project/cyclonedx-python-lib,https://github.com/CycloneDX/cyclonedx-python-lib,./backend/compact-connect
docker,7.1.0,Python,Apache-2.0,https://pypi.org/project/docker,https://github.com/docker/docker-py,./backend/compact-connect/lambdas/python/custom-resources:./backend/compact-connect/lambdas/python/purchases:./backend/compact-connect/lambdas/python/provider-data-v1:./backend/compact-connect/lambdas/python/data-events:./backend/compact-connect/lambdas/python/common:./backend/compact-connect/lambdas/python/staff-users:./backend/compact-connect/lambdas/python/staff-user-pre-token:./backend/compact-connect/lambdas/python/attestations
importlib-resources,6.5.2,Python,Apache-2.0,https://pypi.org/project/importlib-resources,https://github.com/python/importlib_resources,./backend/compact-connect:./backend/multi-account
jsii,1.106.0,Python,Apache-2.0,https://pypi.org/project/jsii,https://github.com/aws/jsii,./backend/compact-connect:./backend/multi-account
license-expression,30.4.1,Python,Apache-2.0,https://pypi.org/project/license-expression,https://github.com/aboutcode-org/license-expression,./backend/compact-connect
moto,5.0.28,Python,Apache-2.0,https://pypi.org/project/moto,https://github.com/getmoto/moto,./backend/compact-connect/lambdas/python/custom-resources:./backend/compact-connect/lambdas/python/purchases:./backend/compact-connect/lambdas/python/provider-data-v1:./backend/compact-connect/lambdas/python/data-events:./backend/compact-connect/lambdas/python/common:./backend/compact-connect/lambdas/python/staff-users:./backend/compact-connect/lambdas/python/staff-user-pre-token:./backend/compact-connect/lambdas/python/attestations
msgpack,1.1.0,Python,Apache-2.0,https://pypi.org/project/msgpack,https://github.com/msgpack/msgpack-python/,./backend/compact-connect
pip-api,0.0.34,Python,Apache-2.0,https://pypi.org/project/pip-api,http://github.com/di/pip-api,./backend/compact-connect
pip-audit,2.8.0,Python,Apache-2.0,https://pypi.org/project/pip-audit,https://github.com/pypa/pip-audit,./backend/compact-connect
py-serializable,1.1.2,Python,Apache-2.0,https://pypi.org/project/py-serializable,https://github.com/madpah/serializable#readme,./backend/compact-connect
pyxb-x,1.2.6.3,Python,Apache-2.0,https://pypi.org/project/pyxb-x,http://pyxb.sourceforge.net,./backend/compact-connect/lambdas/python/purchases
requests,2.32.3,Python,Apache-2.0,https://pypi.org/project/requests,https://requests.readthedocs.io,./backend/compact-connect/lambdas/python/purchases:./backend/compact-connect/lambdas/python/staff-users:./backend/compact-connect/lambdas/python/common:./backend/compact-connect/lambdas/python/data-events:./backend/compact-connect/lambdas/python/staff-user-pre-token:./backend/compact-connect/lambdas/python/attestations:./backend/compact-connect/lambdas/python/custom-resources:./backend/compact-connect/lambdas/python/provider-data-v1:./backend/compact-connect
responses,0.25.6,Python,Apache-2.0,https://pypi.org/project/responses,https://github.com/getsentry/responses,./backend/compact-connect/lambdas/python/custom-resources:./backend/compact-connect/lambdas/python/purchases:./backend/compact-connect/lambdas/python/provider-data-v1:./backend/compact-connect/lambdas/python/data-events:./backend/compact-connect/lambdas/python/common:./backend/compact-connect/lambdas/python/staff-users:./backend/compact-connect/lambdas/python/staff-user-pre-token:./backend/compact-connect/lambdas/python/attestations
s3transfer,0.11.2,Python,Apache-2.0,https://pypi.org/project/s3transfer,https://github.com/boto/s3transfer,./backend/compact-connect/lambdas/python/custom-resources:./backend/compact-connect/lambdas/python/purchases:./backend/compact-connect/lambdas/python/provider-data-v1:./backend/compact-connect/lambdas/python/data-events:./backend/compact-connect/lambdas/python/common:./backend/compact-connect/lambdas/python/staff-users:./backend/compact-connect/lambdas/python/staff-user-pre-token:./backend/compact-connect/lambdas/python/attestations
sortedcontainers,2.4.0,Python,Apache-2.0,https://pypi.org/project/sortedcontainers,http://www.grantjenks.com/docs/sortedcontainers/,./backend/compact-connect
cryptography,44.0.1,Python,Apache-2.0 OR BSD-3-Clause,https://pypi.org/project/cryptography,https://github.com/pyca/cryptography/,./backend/compact-connect/lambdas/python/custom-resources:./backend/compact-connect/lambdas/python/purchases:./backend/compact-connect/lambdas/python/provider-data-v1:./backend/compact-connect/lambdas/python/data-events:./backend/compact-connect/lambdas/python/common:./backend/compact-connect/lambdas/python/staff-users:./backend/compact-connect/lambdas/python/staff-user-pre-token:./backend/compact-connect/lambdas/python/attestations
pip-tools,7.4.1,Python,BSD,https://pypi.org/project/pip-tools,https://github.com/jazzband/pip-tools,./backend/compact-connect
boolean-py,4.0,Python,BSD-2-Clause,https://pypi.org/project/boolean-py,https://github.com/bastikr/boolean.py,./backend/compact-connect
pygments,2.19.1,Python,BSD-2-Clause,https://pypi.org/project/pygments,https://github.com/pygments/pygments,./backend/compact-connect
click,8.1.8,Python,BSD-3-Clause,https://pypi.org/project/click,https://github.com/pallets/click/,./backend/compact-connect
idna,3.10,Python,BSD-3-Clause,https://pypi.org/project/idna,https://github.com/kjd/idna,./backend/compact-connect/lambdas/python/purchases:./backend/compact-connect/lambdas/python/staff-users:./backend/compact-connect/lambdas/python/common:./backend/compact-connect/lambdas/python/data-events:./backend/compact-connect/lambdas/python/staff-user-pre-token:./backend/compact-connect/lambdas/python/attestations:./backend/compact-connect/lambdas/python/custom-resources:./backend/compact-connect/lambdas/python/provider-data-v1:./backend/compact-connect
jinja2,3.1.5,Python,BSD-3-Clause,https://pypi.org/project/jinja2,https://github.com/pallets/jinja/,./backend/compact-connect/lambdas/python/custom-resources:./backend/compact-connect/lambdas/python/purchases:./backend/compact-connect/lambdas/python/provider-data-v1:./backend/compact-connect/lambdas/python/data-events:./backend/compact-connect/lambdas/python/common:./backend/compact-connect/lambdas/python/staff-users:./backend/compact-connect/lambdas/python/staff-user-pre-token:./backend/compact-connect/lambdas/python/attestations
joserfc,1.0.3,Python,BSD-3-Clause,https://pypi.org/project/joserfc,https://github.com/authlib/joserfc,./backend/compact-connect/lambdas/python/staff-users
lxml,4.9.4,Python,BSD-3-Clause,https://pypi.org/project/lxml,https://lxml.de/,./backend/compact-connect/lambdas/python/purchases
pycparser,2.22,Python,BSD-3-Clause,https://pypi.org/project/pycparser,https://github.com/eliben/pycparser,./backend/compact-connect/lambdas/python/custom-resources:./backend/compact-connect/lambdas/python/purchases:./backend/compact-connect/lambdas/python/provider-data-v1:./backend/compact-connect/lambdas/python/data-events:./backend/compact-connect/lambdas/python/common:./backend/compact-connect/lambdas/python/staff-users:./backend/compact-connect/lambdas/python/staff-user-pre-token:./backend/compact-connect/lambdas/python/attestations
werkzeug,3.1.3,Python,BSD-3-Clause,https://pypi.org/project/werkzeug,https://github.com/pallets/werkzeug/,./backend/compact-connect/lambdas/python/custom-resources:./backend/compact-connect/lambdas/python/purchases:./backend/compact-connect/lambdas/python/provider-data-v1:./backend/compact-connect/lambdas/python/data-events:./backend/compact-connect/lambdas/python/common:./backend/compact-connect/lambdas/python/staff-users:./backend/compact-connect/lambdas/python/staff-user-pre-token:./backend/compact-connect/lambdas/python/attestations
